Test Date,Nest,Treatment,Diver,EggScore,EggStage,StartTime,Gone,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,FanCount,FanPerc,FanProp,GuardCount,GuardPerc,GuardProp,ChaseCount,ChasePerc,ChaseProp,ReturnCount,ReturnPerc,ReturnProp,AbsentCount,AbsentPerc,AbsentProp,PredCount,FishChase,DiverChase,Jar,Notes
18/05/2022,12,MS-222,Connor,3,E,10:24,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Fled at both behaviour and jar
19/05/2022,13,AC,Connor,4,E,14:14,0,F,F,F,F,F,F,G,G,F,F,F,F,G,G,F,F,F,F,F,F,F,17,80.95238095,0.80952381,4,19.04761905,0.190476191,0,0,0,0,0,0,0,0,0,0,1,0,26,Steve floated very close to nest ~4 min in
16/05/2022,14,LC,Laura,4,E,10:07,0,G,F,F,F,F,G,G,F,F,F,F,F,F,G,G,F,F,F,G,F,G,14,66.66666667,0.666666667,7,33.33333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,32,
18/05/2022,15,AC,Laura,3,E,14:17,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
14/05/2022,16,PES,Connor,3,E,17:44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone
14/05/2022,17,AC,Laura,4,E,11:10,0,G,G,G,F,F,F,G,G,G,G,G,G,F,F,G,G,G,F,G,G,G,6,28.57142857,0.285714286,15,71.42857143,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,19,
20/05/2022,18,PES,Jess,NA,NA,BOOK,0,G,G,G,G,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0,0,4,19.04761905,0.190476191,0,0,0,0,0,0,17,80.95238095,0.80952381,NA,NA,NA,NA,"Fish left - Notes originally said ""NA"" (probably what was on the slate) but changed to ""A"" since fish was there and then was absent"
18/05/2022,19,TENS,Connor,3,E,11:03,0,F,F,F,G,F,F,F,F,F,F,G,F,F,F,F,F,F,F,G,F,F,18,85.71428571,0.857142857,3,14.28571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,3,
20/05/2022,20,LC,Declan,4,E,BOOK,0,F,F,F,F,F,G,F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,19,90.47619048,0.904761905,1,4.761904762,0.047619048,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,2,32,Very aggressive
16/05/2022,22,AC,Connor,4,E,12:31,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,Fled jar for ~15 s | Nest FULL of Saprolegnia/dead eggs
21/05/2022,23,PES,Connor,5,E,10:15,0,F,F,F,F,F,F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,1,4.761904762,0.047619048,0,0,0,0,0,0,0,1,0,0,Fan and guarding at the same time? Fanning high up | Fled jar
18/05/2022,24,PES,Connor,3,E,10:42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone
19/05/2022,25,PES,Connor,3,E,14:53,0,A,G,C,R,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,0,0,0,1,4.761904762,0.047619048,1,4.761904762,0.047619048,1,4.761904762,0.047619048,18,85.71428571,0.857142857,0,0,1,6,"Fled behaviour, cruising around the area rather than on nest | Fled jar, stared at it for first ~45 s"
14/05/2022,26,SC,Connor,3,E,10:21,0,F,A,A,R,F,F,F,F,A,A,R,F,F,F,F,F,F,F,F,R,F,14,66.66666667,0.666666667,0,0,0,0,0,0,3,14.28571429,0.142857143,4,19.04761905,0.190476191,1,1,0,5,Cruiser fish - fled jar placement
17/05/2022,27,MS-222,Declan,4,E,11:59,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,
16/05/2022,28,MS-222,Connor,3,E,10:01,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"Pugnose | At ~4-4:15, ate snail and left"
14/05/2022,29,MS-222,Jamie,3,E,11:58,0,G,A,A,A,G,G,G,G,F,A,F,F,F,F,F,F,F,F,F,F,F,12,57.14285714,0.571428571,5,23.80952381,0.238095238,0,0,0,0,0,0,4,19.04761905,0.190476191,0,0,0,0,"""2 around"" ?"
19/05/2022,30,MS-222,Steve,4,E,~14:16,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,G,F,20,95.23809524,0.952380952,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,29,
18/05/2022,31,LC,Sam,4,E,~10:23,0,G,F,F,G,F,F,F,F,C,C,C,C,C,C,F,F,F,F,F,F,F,13,61.9047619,0.619047619,2,9.523809524,0.095238095,6,28.57142857,0.285714286,0,0,0,0,0,0,0,0,0,21,
18/05/2022,32,AC,Laura,3,E,15:05,0,F,F,F,G,F,G,F,G,G,F,F,F,F,F,F,G,G,F,F,F,F,15,71.42857143,0.714285714,6,28.57142857,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,14,
16/05/2022,34,TENS,Laura,4,E,12:03,0,G,G,F,F,F,F,F,F,F,G,F,F,F,F,G,F,F,G,F,F,F,16,76.19047619,0.761904762,5,23.80952381,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,26,
18/05/2022,35,SC,Sam,3,E,11:01,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Skitish, focused on diver/boat"
20/05/2022,36,LC,Connor,4,E,10:29,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,
19/05/2022,37,AC,Laura,4,E,15:01,0,G,G,F,F,F,F,F,F,F,G,G,F,F,F,F,F,F,F,F,F,F,17,80.95238095,0.80952381,4,19.04761905,0.190476191,0,0,0,0,0,0,0,0,0,0,0,0,42,
14/05/2022,38,PES,Connor,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Missing data - fish gone and not written in
17/05/2022,39,SC,Connor,3,E,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone
13/05/2022,40,AC,Connor,3,E,10:56,0,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,19,90.47619048,0.904761905,2,9.523809524,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,13,
14/05/2022,41,PES,Jamie,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone
20/05/2022,42,MS-222,Laura,3,E,10:20,0,F,G,G,G,F,F,F,F,F,G,G,G,F,F,G,G,F,G,G,G,G,9,42.85714286,0.428571429,12,57.14285714,0.571428571,0,0,0,0,0,0,0,0,0,0,3,0,19,
18/05/2022,43,MS-222,Laura,3,E,15:42,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
18/05/2022,44,PES,Laura,3,E,14:15,0,G,G,G,F,A,A,A,A,G,G,F,G,G,G,G,A,G,F,G,G,F,4,19.04761905,0.190476191,12,57.14285714,0.571428571,0,0,0,0,0,0,5,23.80952381,0.238095238,0,0,0,9,"Fish didn't stay on nest during behaviours, swam in circles ~7 ft. away"
16/05/2022,45,PES,Connor,3,E,10:22,0,G,G,G,G,G,G,G,G,G,F,G,G,G,G,G,G,C,A,A,R,F,2,9.523809524,0.095238095,15,71.42857143,0.714285714,1,4.761904762,0.047619048,1,4.761904762,0.047619048,2,9.523809524,0.095238095,0,0,0,16,
16/05/2022,46,LC,Connor,4,E,11:44,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,Some Saprolegnia on nest
21/05/2022,47,SC,Sam,3,E,01:22,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
20/05/2022,48,SC,Connor,5,E,10:06,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,
20/05/2022,49,MS-222,Laura,3,E,09:52,0,F,F,F,G,G,F,F,G,F,G,G,G,G,F,F,F,F,F,F,F,F,14,66.66666667,0.666666667,7,33.33333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,36,
14/05/2022,50,TENS,Laura,3,E,10:25,0,G,G,F,G,G,G,F,G,F,G,F,G,G,G,G,F,G,G,F,G,G,6,28.57142857,0.285714286,15,71.42857143,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0,31,Fish chased off other predators during jar test
18/05/2022,51,SC,Laura,3,E,14:35,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
16/05/2022,52,TENS,Connor,4,E,09:38,0,R,G,R,F,F,F,R,F,F,F,G,G,F,F,F,F,F,F,F,F,F,15,71.42857143,0.714285714,3,14.28571429,0.142857143,0,0,0,3,14.28571429,0.142857143,0,0,0,0,0,0,36,Fled before 5 min; ~cruiser | Fled jar too
14/05/2022,53,LC,Connor,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish fled 1 min before 5 min trial, did not come back"
20/05/2022,54,SC,Declan,3,E,BOOK,0,G,G,G,F,G,G,F,F,F,F,G,G,G,G,G,F,F,F,F,F,F,11,52.38095238,0.523809524,10,47.61904762,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,23,
18/05/2022,55,LC,Laura,3,E,15:51,0,G,G,G,F,F,F,F,G,F,F,F,G,G,G,F,F,F,G,F,F,F,13,61.9047619,0.619047619,8,38.0952381,0.380952381,0,0,0,0,0,0,0,0,0,0,0,0,37,Super aggressive
18/05/2022,56,PES,Laura,3,E,15:01,0,G,G,G,F,F,F,F,F,G,G,G,G,G,F,F,F,F,F,G,G,G,10,47.61904762,0.476190476,11,52.38095238,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,33,
19/05/2022,58,SC,Laura,3,E,14:51,0,G,G,G,F,F,F,F,G,G,G,G,G,G,F,F,G,F,F,G,F,F,10,47.61904762,0.476190476,11,52.38095238,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,22,
20/05/2022,61,TENS,Connor,3,E,09:52,0,F,F,G,R,F,F,G,F,F,F,F,F,F,F,F,G,G,E,C,F,F,14,66.66666667,0.666666667,4,19.04761905,0.190476191,1,4.761904762,0.047619048,1,4.761904762,0.047619048,0,0,0,0,1,2,3,Declan splashed ~4 min in
14/05/2022,62,LC,Jamie,NA,E,13:00,0,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,10,
17/05/2022,63,MS-222,Connor,3,E,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fish gone from nest, but was in the area cruising"
13/05/2022,64,LC,Connor,3,E,15:37,0,F,F,F,F,F,F,G,F,F,F,F,F,G,G,F,F,F,G,F,F,F,17,80.95238095,0.80952381,4,19.04761905,0.190476191,0,0,0,0,0,0,0,0,0,0,0,0,14,
14/05/2022,65,TENS,Jamie,NA,NA,13:29,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Looked at jar for ~30 s
16/05/2022,66,AC,Laura,4,E,12:22,0,F,F,C,C,C,G,C,C,G,G,C,G,G,G,G,C,G,F,F,F,F,6,28.57142857,0.285714286,8,38.0952381,0.380952381,7,33.33333333,0.333333333,0,0,0,0,0,0,2,7,0,26,"Lots of algae in nest, also lots of bluegill"
18/05/2022,67,SC,Laura,3,E,16:17,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,
18/05/2022,68,MS-222,Laura,4,E,14:01,0,G,F,F,G,F,F,A,A,A,G,G,F,F,G,G,F,G,F,F,G,G,9,42.85714286,0.428571429,9,42.85714286,0.428571429,0,0,0,0,0,0,3,14.28571429,0.142857143,0,0,0,12,
20/05/2022,69,TENS,Connor,5,E,12:08,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"""Prick"""
17/05/2022,70,TENS,Declan,4,E,09:45,0,F,F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,39,
20/05/2022,72,MS-222,Connor,3,E,12:24,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
20/05/2022,73,AC,Jess,3,E,BOOK,0,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,19,90.47619048,0.904761905,2,9.523809524,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,26,
14/05/2022,74,TENS,Connor,3,E,17:03,0,F,F,F,F,F,R,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,0,0,0,1,4.761904762,0.047619048,0,0,0,0,1,0,24,
16/05/2022,75,MS-222,Laura,4,E,11:45,0,G,G,F,F,F,G,G,G,G,G,G,F,F,G,C,C,G,F,G,G,G,6,28.57142857,0.285714286,13,61.9047619,0.619047619,2,9.523809524,0.095238095,0,0,0,0,0,0,0,2,0,20,"Fish mostly just watched bluegill, only attacked in bursts"
13/05/2022,76,TENS,Connor,3,E,11:52,0,F,F,F,F,F,F,F,F,F,F,F,F,R,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,0,0,0,1,4.761904762,0.047619048,0,0,0,0,1,0,18,Fled for a bit when jar placed
17/05/2022,77,AC,Declan,3,E,10:07,0,G,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,G,F,F,F,18,85.71428571,0.857142857,3,14.28571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,19,
17/05/2022,78,LC,Laura,3,E,10:51,0,F,F,F,F,F,F,G,F,F,F,G,G,F,F,F,G,G,F,F,C,C,14,66.66666667,0.666666667,5,23.80952381,0.238095238,2,9.523809524,0.095238095,0,0,0,0,0,0,0,0,2,22,
18/05/2022,79,LC,Jamie,3,E,17:06,0,F,F,F,F,F,F,F,F,F,F,F,R,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,0,0,0,1,4.761904762,0.047619048,0,0,0,0,0,0,12,
17/05/2022,80,LC,Connor,3,E,09:58,0,F,F,F,F,F,R,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,0,0,0,1,4.761904762,0.047619048,0,0,0,0,1,0,12,
14/05/2022,81,SC,Connor,3,E,16:46,0,F,F,F,F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,20,
21/05/2022,82,LC,Declan,3,E,12:48,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Missing jar strikes?
20/05/2022,83,SC,Declan,3,E,BOOK,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,
21/05/2022,84,SC,Declan,3,E,10:16,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Declan's/Laura's ~8 min ahead?
20/05/2022,85,AC,Declan,3,E,10:49,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,
17/05/2022,86,SC,Connor,3,E,10:11,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"Fled jar for ~10 s, black patches on L side (pre-existing)"
16/05/2022,87,SC,Connor,4,E,12:14,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"Bad jar placement, needed to be fixed several times (deep nest)"
13/05/2022,88,PES,Connor,3,E,13:01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone - maybe abandoned?
17/05/2022,90,LC,Declan,NA,E,12:52,0,G,G,F,F,G,F,F,G,F,F,F,F,F,F,F,F,F,F,F,F,F,17,80.95238095,0.80952381,4,19.04761905,0.190476191,0,0,0,0,0,0,0,0,0,0,0,0,14,"Very ""standoffish"", wasn't sitting on nest for BG trial"
18/05/2022,91,PES,Laura,3,E,16:33,0,F,F,G,A,A,A,G,F,A,F,G,F,F,F,G,G,F,G,G,F,F,10,47.61904762,0.476190476,7,33.33333333,0.333333333,0,0,0,0,0,0,4,19.04761905,0.190476191,0,0,0,22,Fish kept hanging out 5-10 ft. from nest
17/05/2022,92,PES,Laura,3,E,10:05,0,NA,G,G,G,G,F,F,G,F,G,G,G,C,C,C,C,C,F,F,F,G,6,30,0.3,9,45,0.45,5,25,0.25,0,0,0,0,0,0,0,1,0,3,"Fish spent a lot of time outside the nest, not chasing predators but just hanging out 5-10 ft away | Kept leaving during bluegill test"
14/05/2022,93,AC,Declan,2,E,NA,0,F,G,G,G,G,G,G,G,G,G,G,G,F,G,G,F,G,G,G,G,F,4,19.04761905,0.190476191,17,80.95238095,0.80952381,0,0,0,0,0,0,0,0,0,0,0,1,15,Declan swam?
18/05/2022,94,TENS,Laura,4,E,13:33,0,G,G,G,F,F,G,F,F,F,G,G,G,G,G,G,F,F,G,G,F,F,9,42.85714286,0.428571429,12,57.14285714,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,28,Nest ~50% Saprolegnia
21/05/2022,95,TENS,Declan,3,E,11:50,0,G,G,F,F,F,G,G,R,F,F,F,F,F,F,F,F,F,F,F,G,G,14,66.66666667,0.666666667,6,28.57142857,0.285714286,0,0,0,1,4.761904762,0.047619048,0,0,0,0,0,0,NA,Declan's/Laura's ~8 min ahead? | Fish absent for jar
20/05/2022,97,TENS,Connor,4,E,13:01,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,21,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,
14/05/2022,98,AC,Declan,3,E,16:41,0,G,G,G,C,C,R,G,G,G,G,G,G,C,R,C,G,G,G,G,G,G,0,0,0,15,71.42857143,0.714285714,4,19.04761905,0.190476191,2,9.523809524,0.095238095,0,0,0,1,2,0,8,Declan swam?
17/05/2022,99,MS-222,Laura,3,E,10:33,0,G,G,F,F,F,F,F,F,F,F,F,F,C,F,F,F,F,F,F,F,F,18,85.71428571,0.857142857,2,9.523809524,0.095238095,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,1,32,
13/05/2022,100,MS-222,Connor,3,E,14:54,0,G,F,F,F,F,F,G,F,F,F,F,F,F,F,F,G,F,R,F,F,F,17,80.95238095,0.80952381,3,14.28571429,0.142857143,0,0,0,1,4.761904762,0.047619048,0,0,0,0,2,0,18,
18/05/2022,102,LC,Laura,3,E,14:05,0,F,C,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,20,95.23809524,0.952380952,0,0,0,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,0,5,
19/05/2022,103,TENS,Laura,4,E,14:33,0,G,G,F,F,F,F,F,F,G,G,G,F,F,F,G,G,F,F,G,F,F,13,61.9047619,0.619047619,8,38.0952381,0.380952381,0,0,0,0,0,0,0,0,0,0,0,0,21,Two other tagged bass swam over and also attacked the jar
18/05/2022,104,AC,Laura,3,E,11:15,0,G,G,F,F,F,F,F,F,G,F,F,F,G,F,F,F,F,F,F,F,F,17,80.95238095,0.80952381,4,19.04761905,0.190476191,0,0,0,0,0,0,0,0,0,0,0,0,24,
14/05/2022,105,MS-222,Connor,3,E,14:53,0,G,F,F,F,G,G,G,G,G,G,G,F,F,G,G,F,F,F,F,F,F,11,52.38095238,0.523809524,10,47.61904762,0.476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,Fled 1 min before 5 min trial
19/05/2022,106,SC,Laura,5,E,14:04,0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,G,G,F,F,F,19,90.47619048,0.904761905,2,9.523809524,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,27,
21/05/2022,107,MS-222,Sam,3,E,12:42,0,F,F,G,G,G,G,G,F,F,G,G,G,C,G,G,G,G,G,G,G,G,4,19.04761905,0.190476191,16,76.19047619,0.761904762,1,4.761904762,0.047619048,0,0,0,0,0,0,0,0,4,5,Lots of guarding and diver chases
20/05/2022,109,SC,Declan,3,E,BOOK,0,F,F,F,F,G,F,F,F,F,G,G,F,F,F,F,F,F,F,F,F,F,18,85.71428571,0.857142857,3,14.28571429,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,21,
16/05/2022,110,AC,Laura,4,E,10:22,0,F,G,G,G,F,G,G,F,G,F,F,G,G,F,F,F,G,F,G,F,G,10,47.61904762,0.476190476,11,52.38095238,0.523809524,0,0,0,0,0,0,0,0,0,0,0,0,25,Fish didn't seem interested in jar until ~20 s in
16/05/2022,111,PES,Laura,4,E,12:36,0,F,F,F,F,G,G,F,F,F,G,F,F,G,C,C,C,C,G,F,F,F,12,57.14285714,0.571428571,5,23.80952381,0.238095238,4,19.04761905,0.190476191,0,0,0,0,0,0,0,1,0,25,One long chase | Fish kept leaving nest during bluegill test even though there were no predators in the area
14/05/2022,112,PES,Connor,4,E,17:30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fish gone
